股票代码,股票简称,一级行业,二级行业,三级行业,所属概念
002847.SZ,盐津铺子,食品饮料,食品加工制造,食品综合,电子商务;休闲零食;机构重仓
002956.SZ,西麦食品,食品饮料,食品加工制造,食品综合,送转填权
300146.SZ,汤臣倍健,食品饮料,食品加工制造,食品综合,智能医疗;基因测序;迪士尼;医药电商;融资融券;深股通;转融券标的;维生素;粤港澳大湾区;保健品;互联网;MSCI概念;富时罗素概念股
300741.SZ,华宝股份,食品饮料,食品加工制造,食品综合,深股通;人造肉;调味品;富时罗素概念股;富时罗素概念
300783.SZ,三只松鼠,食品饮料,食品加工制造,食品综合,休闲零食;新股与次新股;人造肉;食品安全;非科创次新股;网红经济;大消费;养老金持股;深股通
300791.SZ,仙乐健康,食品饮料,食品加工制造,食品综合,新股与次新股;保健品;维生素;非科创次新股;送转填权
603020.SH,爱普股份,食品饮料,食品加工制造,食品综合,人造肉;烟草
603043.SH,广州酒家,食品饮料,食品加工制造,食品综合,老字号;月饼;沪股通;地方国资改革;广东国资改革;养老金持股;标普道琼斯A股;富时罗素概念股;富时罗素概念
603345.SH,安井食品,食品饮料,食品加工制造,食品综合,海底捞概念;融资融券;转融券标的
603517.SH,绝味食品,食品饮料,食品加工制造,食品综合,休闲零食;沪股通;世界杯;融资融券;转融券标的;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
603536.SH,惠发食品,食品饮料,食品加工制造,食品综合,--
603697.SH,有友食品,食品饮料,食品加工制造,食品综合,休闲零食;大消费
603719.SH,良品铺子,食品饮料,食品加工制造,食品综合,新股与次新股;非科创次新股;新零售;电子商务;网红经济;大消费
603777.SH,来伊份,食品饮料,食品加工制造,食品综合,休闲零食;商品新零售;电子商务;智能物流;大消费;新零售;盲盒
603866.SH,桃李面包,食品饮料,食品加工制造,食品综合,沪股通;融资融券;转融券标的;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
603886.SH,元祖股份,食品饮料,食品加工制造,食品综合,月饼;长三角一体化;台湾概念股;机构重仓
688089.SH,嘉必优,食品饮料,食品加工制造,食品综合,融资融券;转融券标的;新股与次新股;保健品;二胎概念;维生素
002329.SZ,皇氏集团,食品饮料,食品加工制造,乳品,互联网金融;SAAS;跨境电商;两会;二胎概念;乳业;RCS富媒体通信;智慧城市;电子商务
002570.SZ,贝因美,食品饮料,食品加工制造,乳品,两会;儿童消费品;二胎概念;乳业;乳粉;融资融券;网红经济;转融券标的
002732.SZ,燕塘乳业,食品饮料,食品加工制造,乳品,冷链物流;电子商务;乳业;央企国资改革
002770.SZ,ST科迪,食品饮料,食品加工制造,乳品,电子商务;乳业;ST板块
002910.SZ,庄园牧场,食品饮料,食品加工制造,乳品,生态农业;深股通;贸易战受益股;乳业;标普道琼斯A股;富时罗素概念股
002946.SZ,新乳业,食品饮料,食品加工制造,乳品,乳业;深股通
300106.SZ,西部牧业,食品饮料,食品加工制造,乳品,新疆建设兵团;家庭农场;奶牛养殖;新疆振兴;牛羊肉;二胎概念;乳业;乳粉;地方国资改革;创业板重组松绑;饲料;西部开发
600419.SH,天润乳业,食品饮料,食品加工制造,乳品,两会;造纸转暖;低碳;新疆建设兵团;新疆振兴;二胎概念;乳业;地方国资改革
600429.SH,三元股份,食品饮料,食品加工制造,乳品,二胎概念;乳业;乳粉;机构重仓
600597.SH,光明乳业,食品饮料,食品加工制造,乳品,两会;老字号;中澳自贸区;融资融券;沪股通;商品新零售;转融券标的;进口博览会;冷链物流;二胎概念;乳业;地方国资改革;新零售;上海国资改革;证金持股;标普道琼斯A股;富时罗素概念股;富时罗素概念
600882.SH,妙可蓝多,食品饮料,食品加工制造,乳品,蜱虫;股权转让;乳业;乳粉
600887.SH,伊利股份,食品饮料,食品加工制造,乳品,两会;超级品牌;MSCI概念;小额贷款;央视财经50;融资融券;沪股通;转融券标的;白马爆雷;大消费;二胎概念;乳业;乳粉;标普道琼斯A股;富时罗素概念股;富时罗素概念
000895.SZ,双汇发展,食品饮料,食品加工制造,肉制品,春节概念;猪肉收储;国际板;央视财经50;生猪屠宰;收入改革;超级品牌;融资融券;深股通;转融券标的;猪肉;大消费;证金持股;人造肉;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
002330.SZ,得利斯,食品饮料,食品加工制造,肉制品,职业教育;生猪屠宰;兜底增持;猪肉;股权转让;电子商务;冷链物流
002515.SZ,金字火腿,食品饮料,食品加工制造,肉制品,收入改革;涉矿;人造肉;网红经济;半年报预增
002695.SZ,煌上煌,食品饮料,食品加工制造,肉制品,休闲零食;融资融券;深股通;转融券标的;富时罗素概念;富时罗素概念股
002726.SZ,龙大肉食,食品饮料,食品加工制造,肉制品,股权转让;深股通;猪肉;融资融券;转融券标的;标普道琼斯A股;网络直播
002840.SZ,华统股份,食品饮料,食品加工制造,肉制品,饲料;猪肉;养鸡;机构重仓;送转填权
600073.SH,上海梅林,食品饮料,食品加工制造,肉制品,迪士尼;老字号;牛羊肉;生猪屠宰;融资融券;沪股通;转融券标的;进口博览会;猪肉;上海国资改革;地方国资改革;分拆上市意愿;标普道琼斯A股;富时罗素概念股;富时罗素概念
002495.SZ,佳隆股份,食品饮料,食品加工制造,调味发酵品,味精;创投;债转股;大消费;调味品
002650.SZ,ST加加,食品饮料,食品加工制造,调味发酵品,调味品;ST板块
600186.SH,莲花健康,食品饮料,食品加工制造,调味发酵品,味精;调味品;摘帽
600305.SH,恒顺醋业,食品饮料,食品加工制造,调味发酵品,老字号;超级品牌;沪股通;大消费;调味品;地方国资改革;标普道琼斯A股;富时罗素概念股;富时罗素概念
600866.SH,星湖科技,食品饮料,食品加工制造,调味发酵品,调味品;食品中国峰会;广东国资改革;地方国资改革;饲料
600872.SH,中炬高新,食品饮料,食品加工制造,调味发酵品,参股新三板;小额再贷款;小额贷款;纳米;融资融券;沪股通;转融券标的;粤港澳大湾区;调味品;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
603027.SH,千禾味业,食品饮料,食品加工制造,调味发酵品,调味品;沪股通;标普道琼斯A股;富时罗素概念股;富时罗素概念
603288.SH,海天味业,食品饮料,食品加工制造,调味发酵品,超级品牌;MSCI概念;沪股通;老字号;大消费;调味品;融资融券;转融券标的;标普道琼斯A股;富时罗素概念股;富时罗素概念
603317.SH,天味食品,食品饮料,食品加工制造,调味发酵品,调味品;沪股通;半年报预增
603696.SH,安记食品,食品饮料,食品加工制造,调味发酵品,参股保险;电子商务;调味品;融资融券;转融券标的
603755.SH,日辰股份,食品饮料,食品加工制造,调味发酵品,新股与次新股;大消费;调味品;非科创次新股;养老金持股
000019.SZ,深粮控股,商业贸易,贸易,贸易Ⅲ,调味品;普洱茶;B转H;深股通;地方国资改革;广东国资改革;深圳国资改革;数字乡村;标普道琼斯A股
000626.SZ,远大控股,商业贸易,贸易,贸易Ⅲ,外贸;SDR概念;舟山新区;人民币贬值受益
000701.SZ,厦门信达,商业贸易,贸易,贸易Ⅲ,电子商务;票交所;网络游戏;移动支付;电子信息;平潭免税区;节能照明;福建物联网;物联网感知层;汽车关税下调;电子车牌;电子标签;物联网;无人零售;石墨烯;地方国资改革;MiniLED;元器件
000906.SZ,浙商中拓,商业贸易,贸易,贸易Ⅲ,融资租赁;互联网钢铁;电子商务;地方国资改革;浙江国资改革
002091.SZ,江苏国泰,商业贸易,贸易,贸易Ⅲ,参股保险;新材料概念;磷酸铁锂;特斯拉;超级电容;外贸;低碳;融资融券;参股万达商业;深股通;电解液;转融券标的;锂电池;宁德时代概念;地方国资改革;江苏国资改革;分拆上市意愿;标普道琼斯A股;新能源汽车;富时罗素概念股;富时罗素概念
002505.SZ,大康农业,商业贸易,贸易,贸易Ⅲ,猪肉收储;家禽养殖;电子商务;饲料;乡村振兴;深股通;大豆;阿里巴巴概念;乳业;融资融券;宝能系;转融券标的;猪肉;标普道琼斯A股;牛羊肉;富时罗素概念股;富时罗素概念
600058.SH,五矿发展,商业贸易,贸易,贸易Ⅲ,外贸;涉矿;央企控股;互联网钢铁;稀土整合;电子商务;融资融券;铬铁;铁矿石;转融券标的;国改双百行动;小金属概念;央企国资改革;养老金持股;证金持股
600128.SH,弘业股份,商业贸易,贸易,贸易Ⅲ,互联网期货;外贸;金改;期货概念;创投;地方国资改革;江苏国资改革;黄金概念;人民币贬值受益
600145.SH,*ST新亿,商业贸易,贸易,贸易Ⅲ,成渝特区;创投;ST板块
600250.SH,南纺股份,商业贸易,贸易,贸易Ⅲ,外贸;创投;参股万达商业;人民币贬值受益;地方国资改革;南京国资改革;江苏国资改革;富时罗素概念股
600278.SH,东方创业,商业贸易,贸易,贸易Ⅲ,迪士尼;参股券商;自由贸易港;物流电商平台;外贸;人民币贬值受益;进口博览会;创投;外资券商影子股;地方国资改革;融资融券;转融券标的;上海国资改革
600287.SH,江苏舜天,商业贸易,贸易,贸易Ⅲ,外贸;金改;人民币贬值受益;参股保险;地方国资改革;江苏国资改革;融资融券;期货概念;参股券商;转融券标的
600301.SH,ST南化,商业贸易,贸易,贸易Ⅲ,东盟北部湾;盐酸;烧碱;地方国资改革;ST板块
600608.SH,ST沪科,商业贸易,贸易,贸易Ⅲ,电子信息;新能源;地方国资改革;云南国资改革;ST板块
600647.SH,同达创业,商业贸易,贸易,贸易Ⅲ,数字电视;央企国资改革;债转股
600710.SH,苏美达,商业贸易,贸易,贸易Ⅲ,马歇尔计划;挖掘机;服务机器人;机器人概念;一带一路;军工;固废处理;融资融券;转融券标的;光伏概念;污水处理;美丽中国;工业互联网;央企国资改革
600725.SH,ST云维,商业贸易,贸易,贸易Ⅲ,涉矿;低碳;焦煤;股权转让;煤化工;甲醛;地方国资改革;ST板块;云南国资改革
600753.SH,东方银星,商业贸易,贸易,贸易Ⅲ,股权转让;煤化工
600755.SH,厦门国贸,商业贸易,贸易,贸易Ⅲ,天然气;参股券商;外贸;海峡西岸;互联网期货;食盐;融资融券;沪股通;转融券标的;美团概念股;小额贷款;独角兽概念;福建自贸区;台湾概念股;地方国资改革;期货概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
600822.SH,上海物贸,商业贸易,贸易,贸易Ⅲ,外贸;油品改革;二手车;人民币贬值受益;上海自贸区;上海国资改革;地方国资改革;融资融券;转融券标的
600826.SH,兰生股份,商业贸易,贸易,贸易Ⅲ,单抗;西尼罗病毒;参股券商;炭疽;冠状病毒;霍乱;生物医药;外贸;融资融券;转融券标的;进口博览会;地方国资改革;上海国资改革;标普道琼斯A股;富时罗素概念股
600870.SH,ST厦华,商业贸易,贸易,贸易Ⅲ,互联网电视;郭台铭概念;ST板块;互联网
600981.SH,汇鸿集团,商业贸易,贸易,贸易Ⅲ,国开行;参股新三板;外贸;危废处理;蚂蚁金服概念;冷链物流;创投;期货概念;固废处理;污水处理;垃圾分类;地方国资改革;江苏国资改革;口罩;室外经济
601028.SH,玉龙股份,商业贸易,贸易,贸易Ⅲ,煤层气;天然气管道;西气东输;油气管网;一带一路;中巴经济走廊;地下管网;正极材料;锂电池
603003.SH,龙宇燃油,商业贸易,贸易,贸易Ⅲ,燃油;油品升级;油品改革;云计算;大数据;阿里巴巴概念;数据中心;寒武纪概念;工业大麻;独角兽概念
000061.SZ,农产品,商业贸易,零售,专业连锁,家庭农场;生物育种;大运会;物流电商平台;农村电商;余额宝;融资融券;深股通;转融券标的;乡村振兴;电子商务;数字乡村;地方国资改革;广东国资改革;深圳国资改革;新零售;食品安全;区块链;互联网;标普道琼斯A股;网络直播;富时罗素概念股;富时罗素概念
000829.SZ,天音控股,商业贸易,零售,专业连锁,移动入口;互联网平台;智能终端;百度概念;众筹概念;虚拟现实;融资融券;转融券标的;粤港澳大湾区;虚拟运营商;互联网彩票;移动转售;移动互联网;苹果概念;创投;独角兽概念;华为概念;互联网;标普道琼斯A股;网络直播;地方国资改革;广东国资改革;深圳国资改革;深股通;富时罗素概念股
002024.SZ,苏宁易购,商业贸易,零售,专业连锁,车联网;智能终端;参股基金;网络视频;收入改革;大消费;双十一;互联网保险;农村电商;人工智能;电子商务;虚拟运营商;电子竞技;诺基亚;大数据;跨境电商;家用电器;参股民营银行;移动购物;消费金融;物流电商平台;融资融券;参股万达商业;冷链物流;深股通;宁德时代概念;区块链底层;区块链应用;商超百货;转融券标的;乡村振兴;快递;体育产业;世界杯;超级品牌;二胎概念;金融科技;智能物流;阿里巴巴概念;足球概念;供应链金融;金改;无人零售;联通混改;互联网金融;独角兽概念;新零售;区块链;互联网;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
002127.SZ,南极电商,商业贸易,零售,专业连锁,丝绸;深股通;广告营销;文化传媒;商品新零售;移动互联网;电子商务;网络直播;长三角一体化;新零售;融资融券;转融券标的;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
002416.SZ,爱施德,商业贸易,零售,专业连锁,P2P概念;三星;流量银行;虚拟运营商;融资融券;深股通;转融券标的;小额贷款;苹果概念;移动转售;征信;国资驰援;华为概念;虚拟现实;金融科技;区块链;阿里巴巴概念;标普道琼斯A股;网络直播;富时罗素概念股;富时罗素概念
300022.SZ,吉峰科技,商业贸易,零售,专业连锁,三农;电子商务;一号文件;农村电商;乡村振兴;农机;工业大麻;创业板重组松绑;商誉减值
300622.SZ,博士眼镜,商业贸易,零售,专业连锁,眼科医疗
300755.SZ,华致酒行,商业贸易,零售,专业连锁,新零售;深股通;工业大麻
600122.SH,*ST宏图,商业贸易,零售,专业连锁,参股券商;参股民营银行;小额贷款;电子信息;岩棉;腾讯概念;智能穿戴;移动支付;新零售;互联网金融;网红经济;ST板块;标普道琼斯A股;一元股
600365.SH,通葡股份,商业贸易,零售,专业连锁,振兴东北;葡萄酒替白酒;健康中国;电子商务;老字号
600655.SH,豫园股份,商业贸易,零售,专业连锁,互联网平台;老字号;黄金租赁;老八股;迪士尼;融资融券;沪股通;转融券标的;翡翠;小金属概念;黄金概念;蚂蚁金服概念;新零售;冰雪产业;体育产业;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念;大消费
603214.SH,爱婴室,商业贸易,零售,专业连锁,二胎概念
603900.SH,莱绅通灵,商业贸易,零售,专业连锁,奢侈品;黄金概念;新零售
000007.SZ,全新好,商业贸易,零售,商业物业经营,金融科技;国资驰援;独角兽概念;口罩;粤港澳大湾区
000056.SZ,皇庭国际,商业贸易,零售,商业物业经营,小额再贷款;参股保险;融资租赁;参股基金;林场改革;租售同权;兜底增持;智能物流
000058.SZ,深赛格,商业贸易,零售,商业物业经营,工业用地;卫星导航;小额再贷款;新能源;光伏玻璃;光伏概念;太阳能;电子商务;电子竞技;创投;地方国资改革;广东国资改革;深圳国资改革;互联网;深股通
000785.SZ,居然之家,商业贸易,零售,商业物业经营,武汉金改;移动购物;武汉自贸区;商超百货;股权转让;新零售;阿里巴巴概念;深股通
000861.SZ,海印股份,商业贸易,零售,商业物业经营,物流电商平台;消费金融;东盟北部湾;参股保险;炭黑;移动支付;类稀土;共享汽车;涉矿;融资租赁;大数据;参股民营银行;股权转让;共享经济;融资融券;互联网金融;新零售;转融券标的;小额贷款;标普道琼斯A股;网络直播;富时罗素概念股;新能源汽车
000882.SZ,华联股份,商业贸易,零售,商业物业经营,阿里巴巴概念;互联网金融;区块链;横琴新区;新零售;标普道琼斯A股;影视娱乐;富时罗素概念股;网络直播;文化传媒;一元股
002344.SZ,海宁皮城,商业贸易,零售,商业物业经营,她经济;融资融券;转融券标的;健康中国;电子商务;互联网金融;长三角一体化;网红经济;标普道琼斯A股;芯片概念;室外经济;富时罗素概念股
002818.SZ,富森美,商业贸易,零售,商业物业经营,电子商务;智能家居;深股通;网红经济;标普道琼斯A股;富时罗素概念股;富时罗素概念
600113.SH,浙江东日,商业贸易,零售,商业物业经营,SDR概念;冷链物流;小额贷款;参股民营银行;融资融券;转融券标的;金改;浙江国资改革;地方国资改革
600415.SH,小商品城,商业贸易,零售,商业物业经营,健康中国;互联网银行;双十一;跨境电商;SDR概念;金改;参股券商;消费金融;融资融券;转融券标的;电子商务;地方国资改革;网红经济;商誉减值;标普道琼斯A股;阿里巴巴概念;室外经济;富时罗素概念股
600738.SH,兰州民百,商业贸易,零售,商业物业经营,兰州自贸区;兰新白试验区;沪股通;新零售;标普道琼斯A股
600790.SH,轻纺城,商业贸易,零售,商业物业经营,跨境电商;P2P概念;融资融券;转融券标的;电子商务;创投;地方国资改革;浙江国资改革
601828.SH,美凯龙,商业贸易,零售,商业物业经营,沪股通;进口博览会;互联网家装;腾讯概念;阿里巴巴概念;融资融券;新零售;转融券标的;标普道琼斯A股;富时罗素概念股;富时罗素概念
603682.SH,锦和商业,商业贸易,零售,商业物业经营,新股与次新股;非科创次新股;室外经济
000417.SZ,合肥百货,商业贸易,零售,百货零售,冷链物流;合肥迪士尼;新型城镇化;收入改革;消费金融;融资融券;商超百货;转融券标的;安徽国资改革;地方国资改革;新零售;宝能系;室外经济
000419.SZ,通程控股,商业贸易,零售,百货零售,村镇银行;参股保险;存准率扩围;金改;地方国资改革;湖南国资改革;新零售
000501.SZ,鄂武商A,商业贸易,零售,百货零售,收入改革;武汉金改;武汉自贸区;融资融券;电子商务;深股通;商超百货;转融券标的;新零售;标普道琼斯A股;富时罗素概念股;富时罗素概念
000564.SZ,供销大集,商业贸易,零售,百货零售,西咸新区;西安自贸区;农村电商;一带一路;电子商务;陕西自贸区;深股通;商超百货;乡村振兴;京东概念;无人零售;新零售;创投;新三板精选层;标普道琼斯A股;股权转让;海航系;网络直播;海南自贸区;冷链物流;抖音小店;富时罗素概念股;富时罗素概念;跨境电商;免税店
000679.SZ,*ST友谊,商业贸易,零售,百货零售,腾讯概念;东北亚经贸中心;振兴东北;大连自贸区;象牙加工销售;环渤海;小额贷款;壳资源;新零售;股权转让;ST板块
000715.SZ,中兴商业,商业贸易,零售,百货零售,全运会;商超百货;新零售;机构重仓
000759.SZ,中百集团,商业贸易,零售,百货零售,双十一;电子商务;智能物流;武汉自贸区;收入改革;商超百货;便利店;地方国资改革;湖北国资改革;新零售;机构重仓
002187.SZ,广百股份,商业贸易,零售,百货零售,商超百货;电子商务;粤港澳大湾区;地方国资改革;广东国资改革;新零售;网络直播;创投;农村电商
002251.SZ,步步高,商业贸易,零售,百货零售,收入改革;高考;双十一;移动购物;跨境电商;融资融券;深股通;商超百货;转融券标的;京东概念;消费金融;腾讯概念;电子商务;移动支付;新零售;标普道琼斯A股;富时罗素概念股;富时罗素概念
002264.SZ,新华都,商业贸易,零售,百货零售,体育用品;股权转让;商超百货;平潭免税区;独角兽概念;阿里巴巴概念;体育产业;赛马概念;互联网彩票;新零售;短视频;网红经济;网络直播;互联网;电子商务
002277.SZ,友阿股份,商业贸易,零售,百货零售,互联网彩票;收入改革;微信概念;奢侈品;机器人概念;村镇银行;正定新区;存准率扩围;移动购物;腾讯概念;融资融券;商超百货;转融券标的;工业机器人;小额贷款;融资租赁;互联网金融;新零售;网络直播;跨境电商;农村电商;乡村振兴;互联网;抖音小店;便利店;富时罗素概念股;大消费
002336.SZ,ST人乐,商业贸易,零售,百货零售,广东自贸区;跨境电商;电子商务;ST板块;新零售;地方国资改革;室外经济
002419.SZ,天虹股份,商业贸易,零售,百货零售,微信概念;移动购物;无人零售;电子商务;春节概念;互联网彩票;融资融券;深股通;商超百货;便利店;转融券标的;中航系;腾讯概念;央企国资改革;新零售;养老金持股;互联网;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
002561.SZ,徐家汇,商业贸易,零售,百货零售,明星参股概念;移动购物;融资融券;商超百货;转融券标的;上海国资改革;地方国资改革;新零售
002640.SZ,跨境通,商业贸易,零售,百货零售,参股民营银行;小额贷款;SDR概念;深股通;股权转让;融资融券;转融券标的;兜底增持;互联网金融;MSCI预期;工业大麻;无线耳机;网红经济;标普道琼斯A股;地方国资改革;广东国资改革;富时罗素概念股;富时罗素概念;电子商务;跨境电商
002697.SZ,红旗连锁,商业贸易,零售,百货零售,移动购物;共享单车;腾讯概念;跨境电商;参股民营银行;无人零售;股权转让;深股通;电子商务;新零售;融资融券;转融券标的;养老金持股;标普道琼斯A股;富时罗素概念股;富时罗素概念
300209.SZ,天泽信息,商业贸易,零售,百货零售,涉矿;汽车电子;智能医疗;车联网;网约车;智能交通;智能汽车;物联网;物联网应用层;电子商务;跨境电商;无人驾驶;5G;柔性屏;国产软件;深股通
300464.SZ,星徽精密,商业贸易,零售,百货零售,工业4.0;电子商务;跨境电商;无线耳机;商誉减值
600280.SH,*ST中商,商业贸易,零售,百货零售,电子商务;移动购物;商超百货;便利店;新零售;ST板块;证金持股;富时罗素概念股;一元股
600306.SH,*ST商城,商业贸易,零售,百货零售,微信概念;振兴东北;车联网;腾讯概念;商超百货;壳资源;新零售;ST板块
600361.SH,华联综超,商业贸易,零售,百货零售,商超百货;新零售
600628.SH,新世界,商业贸易,零售,百货零售,老字号;迪士尼;收入改革;上海国资改革;地方国资改革;新零售
600693.SH,东百集团,商业贸易,零售,百货零售,平潭免税区;商超百货;海峡西岸;新零售;标普道琼斯A股;冷链物流;富时罗素概念股
600694.SH,大商股份,商业贸易,零售,百货零售,收入改革;振兴东北;环渤海;东北亚经贸中心;电子商务;中朝贸易区;大连自贸区;融资融券;沪股通;商超百货;转融券标的;新零售;标普道琼斯A股;安邦系;富时罗素概念股;富时罗素概念
600697.SH,欧亚集团,商业贸易,零售,百货零售,中朝贸易区;振兴东北;商超百货;新零售;地方国资改革;吉林国资改革;安邦系;电子商务;室外经济
600712.SH,南宁百货,商业贸易,零售,百货零售,东盟自贸区;跨境电商;职业教育;商超百货;东盟北部湾;地方国资改革;新零售;宝能系;股权转让;农村电商;乡村振兴;网络直播;生物医药
600723.SH,首商股份,商业贸易,零售,百货零售,移动购物;移动互联网;老字号;商超百货;地方国资改革;新零售;养老金持股;北京国资改革
600729.SH,重庆百货,商业贸易,零售,百货零售,成渝特区;重庆自贸区;收入改革;新型城镇化;两江新区;融资融券;沪股通;转融券标的;长江经济带;消费金融;互联网金融;新零售;宝能系;互联网;标普道琼斯A股;富时罗素概念股;富时罗素概念
600774.SH,汉商集团,商业贸易,零售,百货零售,武汉自贸区;股权转让;新零售
600778.SH,友好集团,商业贸易,零售,百货零售,新疆振兴;新疆旅游;一带一路;壳资源;新零售
600785.SH,新华百货,商业贸易,零售,百货零售,收入改革;乳业;大消费;商超百货;新零售;机构重仓
600814.SH,杭州解百,商业贸易,零售,百货零售,共享医院;体育产业;商超百货;地方国资改革;新零售;共享经济;浙江国资改革;标普道琼斯A股;富时罗素概念股
600821.SH,*ST劝业,商业贸易,零售,百货零售,天津自贸区;滨海新区;环渤海;地方国资改革;新零售;ST板块;天津国资改革
600827.SH,百联股份,商业贸易,零售,百货零售,浦东新区;浦东前滩;象牙加工销售;融资融券;电子商务;商超百货;便利店;转融券标的;阿里巴巴概念;地方国资改革;新零售;上海国资改革;迪士尼;大消费;机构重仓
600828.SH,茂业商业,商业贸易,零售,百货零售,成渝特区;金改;成都天府新区;沪股通;她经济;兜底增持;信托概念;新零售;标普道琼斯A股;室外经济;富时罗素概念股;富时罗素概念
600838.SH,上海九百,商业贸易,零售,百货零售,融资融券;商超百货;转融券标的;地方国资改革;新零售;上海国资改革
600857.SH,宁波中百,商业贸易,零售,百货零售,徐翔概念股;壳资源
600858.SH,银座股份,商业贸易,零售,百货零售,环渤海;新型城镇化;收入改革;商超百货;地方国资改革;山东国资改革;新零售
600859.SH,王府井,商业贸易,零售,百货零售,微信概念;老字号;腾讯概念;电子商务;融资融券;沪股通;便利店;转融券标的;新零售;标普道琼斯A股;富时罗素概念股;富时罗素概念;免税店
600861.SH,北京城乡,商业贸易,零售,百货零售,商超百货;地方国资改革;北京国资改革;新零售
600865.SH,百大集团,商业贸易,零售,百货零售,金改;共享医院;信托概念;蚂蚁金服概念;新零售;共享经济
601010.SH,文峰股份,商业贸易,零售,百货零售,徐翔概念股;微信概念;转融券标的;融资融券
601086.SH,国芳集团,商业贸易,零售,百货零售,新零售
601113.SH,ST华鼎,商业贸易,零售,百货零售,污水处理;智能纤维;氨纶;跨境电商;锦纶;ST板块
601116.SH,三江购物,商业贸易,零售,百货零售,商超百货;阿里巴巴概念;新零售;融资融券;转融券标的
601366.SH,利群股份,商业贸易,零售,百货零售,互联网平台;商品新零售;腾讯概念;新零售
601933.SH,永辉超市,商业贸易,零售,百货零售,MSCI概念;参股民营银行;跨境电商;扶贫开发;融资融券;沪股通;商超百货;便利店;转融券标的;腾讯概念;新零售;标普道琼斯A股;富时罗素概念股;富时罗素概念;大消费
603031.SH,安德利,商业贸易,零售,百货零售,商超百货;新零售;股权转让
603101.SH,汇嘉时代,商业贸易,零售,百货零售,新零售;室外经济
603123.SH,翠微股份,商业贸易,零售,百货零售,移动支付;北京国资改革;地方国资改革
603708.SH,家家悦,商业贸易,零售,百货零售,电子商务;参股保险;老字号;商超百货;沪股通;新零售;融资融券;转融券标的;养老金持股;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
605188.SH,国光连锁,商业贸易,零售,百货零售,--
000488.SZ,晨鸣纸业,轻工制造,造纸,造纸Ⅲ,圣诞节;国开行;林场改革;涉矿;污水处理;废气处理;融资融券;深股通;造纸转暖;转融券标的;融资租赁;金属镁;双胶纸;白卡纸;优先股概念;人民币升值;纸浆;地方国资改革;区块链;标普道琼斯A股;EDA;富时罗素概念股;富时罗素概念
000815.SZ,美利云,轻工制造,造纸,造纸Ⅲ,涉矿;循环经济;人民币升值;造纸转暖;光伏概念;云计算;大数据;纸浆;央企国资改革;双胶纸;数据中心;富时罗素概念股
002012.SZ,凯恩股份,轻工制造,造纸,造纸Ⅲ,造纸转暖;人民币升值;锌二氧化锰;村镇银行;壳资源;纸浆;互联网金融;区块链应用;军工;区块链;超级电容;氟化工;燃料电池;氢能源;新材料概念;新能源;锂电池;大数据
002067.SZ,景兴纸业,轻工制造,造纸,造纸Ⅲ,造纸转暖;生物医药;参股新三板;循环经济;人民币升值;松脂;嘉兴土改;融资融券;转融券标的;箱板纸;纸浆;长三角一体化
002078.SZ,太阳纸业,轻工制造,造纸,造纸Ⅲ,人民币升值;造纸转暖;融资融券;深股通;转融券标的;纸浆;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
002511.SZ,中顺洁柔,轻工制造,造纸,造纸Ⅲ,造纸转暖;深股通;二胎概念;纸浆;融资融券;转融券标的;口罩;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
002521.SZ,齐峰新材,轻工制造,造纸,造纸Ⅲ,造纸转暖;胶合板;融资融券;转融券标的;纸浆
600069.SH,*ST银鸽,轻工制造,造纸,造纸Ⅲ,纳米纸;造纸转暖;口罩;ST板块
600103.SH,青山纸业,轻工制造,造纸,造纸Ⅲ,福建土改;造纸转暖;人民币升值;海峡西岸;参股新三板;纸浆;5G;一元股
600235.SH,民丰特纸,轻工制造,造纸,造纸Ⅲ,人民币升值;造纸转暖;纳米;纸浆;创投;长三角一体化;燃料电池;地方国资改革
600308.SH,华泰股份,轻工制造,造纸,造纸Ⅲ,人民币升值;造纸转暖;林场改革;环保包装;双氧水;纸浆;转融券标的;融资融券
600356.SH,恒丰纸业,轻工制造,造纸,造纸Ⅲ,中朝贸易区;振兴东北;人民币升值;环保包装;造纸转暖;纸浆;工业大麻;烟草;地方国资改革;黑龙江自贸区
600433.SH,冠豪高新,轻工制造,造纸,造纸Ⅲ,东盟北部湾;三旧改造;高岭土概念;造纸转暖;人民币升值;融资融券;诚通系;转融券标的;纸浆;央企国资改革
600567.SH,山鹰纸业,轻工制造,造纸,造纸Ⅲ,循环经济;造纸转暖;金改;垃圾发电;环保包装;污水处理;水利;沪股通;箱板纸;人民币升值;纸浆;融资融券;转融券标的;标普道琼斯A股;富时罗素概念股;富时罗素概念
