股票代码,股票简称,一级行业,二级行业,三级行业,所属概念
601139.SH,深圳燃气,公用事业,燃气水务,燃气Ⅲ,供气;低碳;油改气;抗寒;西气东输;融资融券;沪股通;转融券标的;天然气;地方国资改革;广东国资改革;深圳国资改革;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
603053.SH,成都燃气,公用事业,燃气水务,燃气Ⅲ,地方国资改革;新股与次新股;非科创次新股;四川国资改革;天然气;沪股通
603080.SH,新疆火炬,公用事业,燃气水务,燃气Ⅲ,天然气;天然气管道;标普道琼斯A股;富时罗素概念股
603393.SH,新天然气,公用事业,燃气水务,燃气Ⅲ,煤层气;天然气;沪股通;标普道琼斯A股;西部开发
603689.SH,皖天然气,公用事业,燃气水务,燃气Ⅲ,地方国资改革;安徽国资改革;机构重仓;天然气
603706.SH,东方环宇,公用事业,燃气水务,燃气Ⅲ,天然气;西部开发;新疆发展
000005.SZ,世纪星源,公用事业,环保工程,环保工程及服务,国际板;广东自贸区;固废处理;废气处理
000035.SZ,中国天楹,公用事业,环保工程,环保工程及服务,深股通;垃圾发电;固废处理;垃圾分类;融资融券;转融券标的;商誉减值;节能环保;标普道琼斯A股;富时罗素概念股;富时罗素概念
000068.SZ,华控赛格,公用事业,环保工程,环保工程及服务,国际板;负极材料;石墨烯;锂电池;PPP概念;海绵城市;创投;国资驰援;股权转让;地方国资改革;山西国资改革
000711.SZ,京蓝科技,公用事业,环保工程,环保工程及服务,污水处理;智慧城市;智能建筑;余热发电;工业4.0;智能医疗;美丽中国;节水灌溉;物联网应用层;土壤修复;大数据;PPP概念;物联网;雄安新区;雄安环保;边缘计算;园林开发;黑龙江自贸区;区块链
000803.SZ,*ST金宇,公用事业,环保工程,环保工程及服务,成渝特区;体外诊断;风电;芯片概念;地方国资改革;北京国资改革;商誉减值;ST板块;光伏概念
000820.SZ,*ST节能,公用事业,环保工程,环保工程及服务,固废处理;节能环保;ST板块
000826.SZ,启迪环境,公用事业,环保工程,环保工程及服务,新能源;低碳;地下管网;危废处理;土壤修复;再生水;新型城镇化;循环经济;融资融券;农村环境治理;深股通;转融券标的;乡村振兴;生物质能;垃圾发电;污水处理;美丽中国;高校;锂电池;兜底增持;PPP概念;雄安环保;雄安新区;节能环保;垃圾分类;地方国资改革;固废处理;医疗废物处理;标普道琼斯A股;富时罗素概念股;富时罗素概念
000920.SZ,南方汇通,公用事业,环保工程,环保工程及服务,海洋油污清理;新材料概念;污水处理;海水淡化;纳米;高性能膜;分离膜;央企控股;水处理膜;膜材料;央企国资改革
000967.SZ,盈峰环境,公用事业,环保工程,环保工程及服务,特色小镇;智能电网;PPP概念;环境监测;节能环保;垃圾发电;污水处理;固废处理;核电;垃圾分类;融资融券;分拆上市意愿;深股通;转融券标的;富时罗素概念;富时罗素概念股;轨道交通
002034.SZ,旺能环境,公用事业,环保工程,环保工程及服务,PPP概念;垃圾发电;固废处理;节能环保;深股通;垃圾分类;标普道琼斯A股
002205.SZ,国统股份,公用事业,环保工程,环保工程及服务,雄安基建;南水北调;排水;地下管网;节水灌溉;西部开发;一带一路;雄安新区;抗旱;新疆振兴;PPP概念;水利;中铁系;股权转让;送转填权
002266.SZ,浙富控股,公用事业,环保工程,环保工程及服务,音乐产业;文化传媒;一带一路;互联网金融;小额贷款;仪电仪表;舟山新区;融资融券;深股通;影视娱乐;转融券标的;二手车;独角兽概念;核电;数字货币;潮汐发电;标普道琼斯A股;富时罗素概念股;富时罗素概念
002310.SZ,东方园林,公用事业,环保工程,环保工程及服务,参股民营银行;矿山生态修复;生态城乡;融资融券;深股通;转融券标的;污水处理;美丽中国;乡村振兴;PPP概念;节能环保;旅游;海绵城市;股权转让;地方国资改革;北京国资改革;医疗废物处理;雄安新区;园林开发;标普道琼斯A股
002479.SZ,富春环保,公用事业,环保工程,环保工程及服务,余热发电;低碳;垃圾发电;固废处理;节能环保;垃圾分类;动力电池回收;深股通
002573.SZ,清新环境,公用事业,环保工程,环保工程及服务,再生水;PM2.5;天然气;工业节水;美丽中国;废气处理;京津冀一体化;脱硫脱硝;融资融券;深股通;转融券标的;雄安新区;雄安环保;节能环保;数字孪生;四川国资改革;地方国资改革;标普道琼斯A股
002616.SZ,长青集团,公用事业,环保工程,环保工程及服务,秸秆综合利用;垃圾发电;生物质能;固废处理;雄安新区;节能环保;粤港澳大湾区;深股通
002658.SZ,雪迪龙,公用事业,环保工程,环保工程及服务,大数据;PPP概念;废气处理;碳交易;脱硫脱硝;PM2.5;环境监测;雄安新区;节能环保;透明工厂;固废处理
002672.SZ,东江环保,公用事业,环保工程,环保工程及服务,广东自贸区;再生金属;重金属治理;PPP概念;废品回收;矿山生态修复;美丽中国;股权转让;深股通;危废处理;土壤修复;污水处理;垃圾发电;固废处理;节能环保;粤港澳大湾区;垃圾分类;地方国资改革;融资融券;医疗废物处理;转融券标的;标普道琼斯A股;广东国资改革;富时罗素概念股;富时罗素概念
